distanceBetweenTwoMutant,mutant1DepthOnAST,mutant1TypeOperator,mutant1TypeStatement,mutant1TypeReturn,mutant2DepthOnAST,mutant2TypeOperator,mutant2TypeStatement,mutant2TypeReturn,id,result
1,killed
2,killed
3,killed
4,killed
5,killed
6,killed
7,killed
8,killed
9,killed
10,killed
11,killed
12,survived
13,killed
14,killed
15,killed
16,killed
17,killed
18,killed
